OSPath,Name,Version,Summary,Authors,License
\C:\ProgramData\chocolatey\lib\wmiexplorer\wmiexplorer.nuspec,wmiexplorer,2.0.0.0,WMI Explorer is a utility intended to provide the ability to browse and view WMI namespaces/classes/instances/properties in a single pane of view.,Vinay Pamnani,https://wmie.codeplex.com/license
