Name,BuildTime,Labels,Hostname,OS,Architecture,Platform,PlatformVersion,KernelVersion,Fqdn
velociraptor,2019-10-24T10:23:32+10:00,-,DESKTOP-6CBJ8MJ,windows,amd64,Microsoft Windows 10 Enterprise,10.0.17763 Build 17763,,DESKTOP-6CBJ8MJ
